assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
0.14,0.78,65.0,7.2,41.7%,0.57,57.1%,0.63,0.49,2,-,Denmark,10711,inov,0.7,49,0.08,0.06,38,24
0.12,0.8,-,-,59.2%,-,-,0.87,0.7,4,-,Russia,7790,bANder,0.88,102,-,-,82,71
0.08,0.8,65.0,3.7,49.1%,0.85,62.6%,0.76,0.61,7,20,Belarus,18329,SlooKy,0.82,174,0.10,0.07,140,106
0.14,0.74,65.3,1.8,29.4%,0.84,63.0%,0.75,0.55,13,24,Indonesia,14921,vostok,0.85,308,0.10,0.09,228,170
0.08,0.75,64.8,1.4,34.8%,1.11,58.5%,0.84,0.63,6,-,Norway,16387,AASENG,0.9,147,0.09,0.07,110,92
0.14,0.81,66.7,3.7,36.4%,0.68,59.4%,0.64,0.52,23,27,Sweden,15713,KALLE,0.74,557,0.06,0.09,453,291
0.14,0.71,74.4,3.2,66.4%,0.99,70.6%,0.94,0.67,35,18,United States,19897,Slugy,1.02,890,0.15,0.13,635,595
0.19,0.67,-,-,40.6%,-,-,1.07,0.71,9,-,Sweden,1427,godlike,1.02,224,-,-,150,160
0.1,0.76,57.9,1.7,51.7%,0.65,62.9%,0.69,0.53,128,20,Australia,15545,breaker,0.76,3084,0.11,0.12,2340,1622
0.13,0.72,-,-,43.9%,-,-,0.94,0.68,18,-,Germany,4922,kumi,0.95,435,-,-,313,294
0.13,0.69,-,-,40.4%,-,-,0.94,0.65,32,-,Denmark,7487,isenbo,0.96,815,-,-,563,527
0.07,0.66,-,-,30.6%,-,-,0.84,0.56,4,-,France,7836,Nad,0.84,88,-,-,58,49
0.12,0.78,68.8,2.2,51.5%,0.84,59.3%,0.76,0.59,16,32,Philippines,9604,vins,0.83,396,0.07,0.07,308,235
0.08,0.91,52.2,2.9,62.5%,0.59,54.1%,0.48,0.43,3,24,Serbia,19498,Mamba,0.57,74,0.08,0.08,67,32
0.12,0.9,59.5,2.2,38.9%,0.51,52.5%,0.5,0.45,2,26,United States,15160,NEX,0.58,40,0.03,0.12,36,18
0.05,0.9,-,-,28.6%,-,-,0.39,0.35,1,-,Korea,10082,Ke1vin,0.37,20,-,-,18,7
0.14,0.68,65.7,3.4,57.5%,0.86,70.7%,0.87,0.59,20,21,Kazakhstan,18102,exebatya,0.95,543,0.10,0.10,367,318
0.14,0.77,79.3,3.5,48.5%,1.06,66.8%,0.88,0.67,23,-,Brazil,19150,paiva,0.99,576,0.06,0.09,443,388
0.08,0.72,56.2,0.8,100.0%,0.48,64.0%,0.5,0.36,1,-,Bangladesh,14858,PaiN,0.73,25,0.12,0.04,18,9
0.07,0.63,56.4,2.6,45.9%,0.91,63.7%,0.93,0.58,7,19,Argentina,19089,vlad,0.9,190,0.08,0.09,120,111
0.16,0.72,85.0,5.3,46.0%,1.21,71.7%,1.04,0.75,72,19,Mongolia,20194,bLitz,1.15,1925,0.12,0.12,1393,1451
0.05,0.92,82.3,2.3,46.4%,0.81,60.5%,0.8,0.74,2,27,Brazil,19557,Shino,0.87,38,0.08,0.13,35,28
0.14,0.86,-,-,26.3%,-,-,0.76,0.66,1,-,Finland,10468,oskareN,0.76,29,-,-,25,19
0.14,0.86,59.7,3.3,56.7%,0.48,67.8%,0.59,0.51,3,-,United States,18444,beefalo,0.68,59,0.08,0.08,51,30
0.26,0.78,86.2,5.6,80.0%,0.81,60.9%,0.83,0.65,1,28,Sweden,19670,aRTOLEGENDO,0.94,23,0.13,0.09,18,15
0.18,0.88,57.4,2.8,55.0%,0.49,46.9%,0.47,0.41,2,-,Mongolia,11712,Sagemode,0.58,49,0.08,0.14,43,20
0.11,0.75,54.1,1.5,50.8%,0.58,66.7%,0.66,0.49,4,26,Korea,13074,timon,0.76,120,0.09,0.09,90,59
0.18,0.78,-,-,53.3%,-,-,0.43,0.33,2,-,Finland,7533,quMp,0.49,45,-,-,35,15
0.11,0.84,57.6,3.3,62.7%,0.76,53.9%,0.58,0.49,13,24,Australia,18018,Deezy,0.67,306,0.08,0.12,257,150
0.09,0.79,52.0,1.5,29.7%,0.82,40.9%,0.67,0.53,7,28,Croatia,8440,Gr4vity,0.69,171,0.09,0.16,135,91
0.15,0.73,80.3,1.8,48.3%,1.15,69.6%,1.02,0.74,17,26,Brazil,9238,fly,1.04,436,0.12,0.10,318,323
0.11,0.9,60.2,1.2,53.6%,0.43,54.0%,0.49,0.44,3,-,Denmark,16733,d0kz,0.59,63,0.05,0.10,57,28
0.11,0.72,74.6,4.2,38.3%,1.07,64.4%,0.99,0.71,15,22,Denmark,17608,NolderN,1.0,433,0.09,0.09,311,308
0.17,0.73,63.4,5.8,47.7%,0.64,68.8%,0.69,0.51,5,26,India,16087,Ray,0.83,128,0.09,0.09,94,65
0.17,0.7,75.3,4.8,49.1%,0.93,75.0%,1.04,0.72,3,-,Denmark,13840,storm,1.04,76,0.12,0.09,53,55
0.15,0.95,72.9,3.9,57.9%,1.01,48.7%,0.51,0.49,2,-,Finland,17162,Mato,0.71,39,0.15,0.08,37,19
0.11,0.67,67.6,1.2,44.6%,0.85,68.2%,0.95,0.63,50,20,United States,19160,rabbit,0.95,1313,0.09,0.09,877,829
0.09,0.73,70.7,1.1,42.9%,0.74,63.9%,0.89,0.65,4,19,Denmark,17825,ebbens,0.89,97,0.12,0.07,71,63
0.08,0.72,84.7,0.3,47.1%,1.22,72.3%,1.09,0.78,3,-,Denmark,13809,kanab1s,1.13,65,0.15,0.08,47,51
0.1,0.76,-,-,48.3%,-,-,0.8,0.61,4,-,Korea,10056,WhiteDeath,0.8,99,-,-,75,60
0.15,0.75,-,-,44.6%,-,-,0.67,0.51,17,-,Sweden,1,zet,0.73,439,-,-,329,222
0.13,0.82,72.4,0.8,43.9%,1.05,56.7%,0.78,0.63,5,27,Korea,11664,Nigiti,0.85,104,0.14,0.07,85,66
0.06,0.94,34.8,0.0,100.0%,0.15,23.5%,0.25,0.24,1,22,Mongolia,15492,MT,0.23,17,0.00,0.00,16,4
0.17,0.75,70.1,4.1,54.5%,0.98,71.3%,0.76,0.57,5,-,Sweden,8340,smtc,0.8,155,0.11,0.15,116,88
0.14,0.62,76.9,7.0,50.0%,0.97,77.9%,1.12,0.7,8,18,Portugal,21014,Ag1l,1.12,208,0.15,0.14,130,146
0.03,0.97,62.5,0.6,47.1%,0.57,44.1%,0.52,0.5,2,22,Russia,19240,h3s1,0.54,34,0.09,0.03,33,17
0.04,0.78,70.0,1.9,33.3%,1.13,52.2%,0.83,0.65,1,-,Vietnam,11025,Tolimoly,0.9,23,0.09,0.00,18,15
0.12,0.73,72.9,4.3,45.4%,0.99,66.9%,0.89,0.65,25,26,United States,7694,haptiiC,0.98,667,0.09,0.12,486,432
0.16,0.74,78.8,1.0,42.1%,1.09,63.6%,0.99,0.74,149,30,United States,9050,rooRoooo,1.0,3752,0.10,0.09,2795,2759
0.17,0.74,-,-,62.5%,-,-,1.03,0.76,2,-,Sweden,9189,hajjoN,1.09,42,-,-,31,32
0.09,0.8,61.3,0.6,62.3%,0.76,63.9%,0.71,0.56,9,21,Norway,16128,slabzki,0.8,216,0.15,0.12,172,122
0.11,0.74,-,-,40.7%,-,-,0.65,0.48,7,-,United Kingdom,7677,Jack,0.71,179,-,-,133,86
0.09,0.87,44.6,0.0,42.9%,0.30,45.7%,0.35,0.3,2,26,Australia,11794,vas,0.41,46,0.00,0.04,40,14
0.13,0.72,65.0,3.7,45.4%,0.90,66.7%,0.83,0.59,88,-,United States,19832,Brian2K,0.9,2379,0.09,0.11,1710,1411
0.17,0.95,57.6,0.0,40.0%,0.67,50.0%,0.5,0.48,2,-,France,1359,YiiKoN,0.55,42,0.10,0.10,40,20
0.09,1.0,32.9,0.5,57.1%,0.38,27.3%,0.21,0.21,2,-,Colombia,14653,Walrus,0.23,33,0.00,0.06,33,7
0.13,0.68,53.2,3.3,39.5%,0.56,64.9%,0.76,0.52,54,33,Sweden,37,THREAT,0.78,1435,0.07,0.16,981,745
0.13,0.7,70.5,4.8,48.1%,0.95,66.7%,0.9,0.63,136,25,Australia,19191,mizzy,0.96,3536,0.09,0.09,2476,2231
0.14,0.68,77.7,4.3,48.3%,1.09,70.3%,1.03,0.71,273,18,Australia,17385,DannyG,1.08,7001,0.10,0.10,4787,4937
0.11,0.75,73.7,2.4,60.7%,1.07,63.8%,0.9,0.67,116,22,Mongolia,12956,hasteka,0.97,2934,0.09,0.09,2198,1974
0.12,0.64,70.5,3.7,45.1%,0.97,68.5%,1.06,0.67,20,23,Sweden,15431,shinshin7,1.02,546,0.10,0.10,348,368
0.17,0.69,78.7,2.7,47.2%,1.09,75.5%,0.98,0.68,24,-,Denmark,7473,troller,0.95,583,0.13,0.11,402,394
0.13,0.68,64.1,3.1,48.6%,0.78,66.6%,0.82,0.56,83,22,Australia,14883,1ukey,0.89,2167,0.07,0.09,1484,1216
0.14,0.83,61.3,1.7,42.9%,0.89,50.0%,0.6,0.5,2,-,Denmark,13741,hadoush,0.72,42,0.12,0.14,35,21
0.13,0.71,73.7,3.6,48.4%,0.98,68.9%,0.94,0.66,34,23,Iraq,11856,admiral,1.0,951,0.09,0.09,674,632
0.06,0.66,43.7,0.4,41.2%,0.37,70.2%,0.55,0.36,2,-,Peru,12342,alexs2,0.7,47,0.04,0.04,31,17
0.14,0.75,63.6,3.4,41.0%,0.65,58.8%,0.74,0.55,40,24,Germany,8013,suelo,0.78,1011,0.08,0.13,754,558
0.17,0.77,64.3,1.8,37.8%,0.71,64.4%,0.56,0.43,4,-,Korea,11481,k3v,0.77,104,0.09,0.12,80,45
0.1,0.73,66.2,4.2,52.6%,0.56,69.9%,0.72,0.52,3,-,Peru,14667,Matadorck,0.83,73,0.08,0.11,53,38
0.22,0.87,59.9,0.0,40.0%,0.60,56.5%,0.5,0.43,1,-,United States,19765,choom,0.64,23,0.04,0.13,20,10
0.2,0.77,-,-,28.0%,-,-,0.61,0.47,4,-,Norway,8907,snarud,0.71,106,-,-,82,50
0.07,0.83,56.2,2.2,59.6%,0.65,57.8%,0.62,0.52,9,16,Denmark,15343,SaCuL,0.7,192,0.16,0.19,159,99
0.15,0.71,81.8,6.2,47.5%,1.10,69.7%,1.01,0.71,21,38,Kazakhstan,9627,zLex,0.98,529,0.04,0.09,375,377
0.1,0.73,74.5,2.4,28.4%,1.22,70.8%,1.03,0.75,6,-,Brazil,11945,Matthew,1.09,154,0.13,0.15,113,116
0.21,0.76,65.8,3.0,53.3%,0.67,69.0%,0.68,0.52,1,28,Norway,16463,Lux,0.84,29,0.07,0.10,22,15
0.11,0.75,69.6,1.4,53.2%,0.92,65.3%,0.82,0.62,22,24,China,16559,4k,0.91,574,0.10,0.10,433,357
0.14,0.79,65.9,2.0,44.7%,0.89,57.6%,0.74,0.59,26,31,China,10173,p3rch,0.8,626,0.08,0.11,496,369
0.14,0.67,72.9,4.2,49.5%,0.92,69.7%,0.94,0.63,177,22,Argentina,12074,restikk,1.0,4555,0.10,0.10,3069,2870
0.12,0.7,72.6,3.6,45.0%,1.03,67.5%,0.97,0.68,117,32,Peru,14557,Guepard,1.01,2938,0.08,0.09,2048,1990
0.14,0.77,69.4,2.5,52.8%,0.89,64.1%,0.78,0.6,58,22,Thailand,12546,AlicPond,0.88,1425,0.09,0.10,1093,852
0.13,0.68,-,-,41.7%,-,-,0.76,0.52,4,-,Denmark,8846,mhz,0.79,92,-,-,63,48
0.15,0.67,79.6,4.6,46.5%,1.13,70.2%,1.05,0.71,708,23,Brazil,10818,iDk,1.1,18405,0.09,0.10,12400,13026
0.15,0.69,76.0,3.4,49.7%,1.01,69.6%,0.95,0.66,620,26,France,10569,devoduvek,0.95,16394,0.09,0.10,11280,10752
0.1,0.85,-,-,34.8%,-,-,0.66,0.56,4,-,France,8966,RiMA,0.7,82,-,-,70,46
0.13,0.69,75.7,3.5,28.2%,1.10,66.8%,1.05,0.72,66,28,Iceland,7928,ofvirkur,1.04,1700,0.10,0.11,1169,1226
0.12,0.66,70.4,4.5,45.0%,0.98,70.4%,0.99,0.65,155,24,Argentina,15915,648,1.03,4010,0.10,0.11,2638,2616
0.15,0.72,67.2,2.2,33.3%,0.89,66.2%,0.78,0.56,10,-,Poland,11088,Ariina,0.9,240,0.07,0.11,172,135
0.1,0.69,60.7,3.6,36.8%,0.67,67.2%,0.79,0.55,9,-,Bulgaria,16411,zlatyo,0.85,244,0.11,0.10,169,133
0.15,0.7,77.3,3.0,53.9%,1.09,70.1%,0.98,0.68,457,22,Brazil,14394,Tuurtle,1.06,12151,0.10,0.11,8472,8308
0.14,0.77,-,-,49.5%,-,-,0.82,0.64,12,-,Denmark,7623,haLLu,0.9,314,-,-,243,200
0.1,0.82,70.0,2.4,54.2%,0.88,64.6%,0.74,0.61,3,-,Portugal,17166,k3eptz,0.84,79,0.11,0.11,65,48
0.07,0.47,29.7,0.6,60.0%,0.47,73.3%,0.36,0.17,1,-,France,15957,Ptikrazy,0.8,30,0.03,0.07,14,5
0.14,0.72,81.4,3.4,41.7%,1.23,66.3%,1.0,0.72,19,25,Serbia,5110,LESi,1.03,519,0.10,0.10,375,374
0.1,0.86,56.3,1.6,54.2%,0.78,72.0%,0.56,0.48,2,23,Thailand,19630,SuperBusSSSSS,0.77,50,0.04,0.12,43,24
0.18,0.74,60.5,4.9,46.5%,0.59,71.7%,0.63,0.47,3,21,Ukraine,17009,JemZee,0.8,92,0.03,0.17,68,43
0.08,0.61,63.7,1.6,27.3%,0.97,63.2%,1.04,0.63,3,-,Denmark,11105,Kaspara,0.96,87,0.16,0.09,53,55
0.15,0.75,-,-,40.3%,-,-,0.7,0.53,5,-,Argentina,10505,Godman,0.76,117,-,-,88,62
0.15,0.76,74.6,4.5,44.8%,0.95,68.8%,0.88,0.66,61,21,Brazil,11335,pavel,0.97,1587,0.11,0.12,1199,1055
0.09,0.67,70.5,2.7,33.3%,1.08,68.9%,1.0,0.68,197,29,Russia,9039,Leo,0.98,5135,0.10,0.10,3460,3469
0.05,0.75,-,-,20.0%,-,-,0.56,0.42,5,-,Poland,3765,nvm,0.61,106,-,-,80,45
0.15,0.73,72.1,4.6,35.6%,1.03,65.8%,0.86,0.63,248,25,Australia,9112,ino,0.89,6502,0.08,0.10,4722,4081
0.17,0.7,73.5,1.7,42.0%,0.89,68.5%,0.95,0.66,51,24,Russia,8128,toff,0.95,1266,0.07,0.08,881,839
0.13,0.83,77.7,1.8,46.9%,0.78,65.4%,0.74,0.62,2,24,Norway,18684,MACKO,0.88,52,0.10,0.13,43,32
0.12,0.67,75.9,3.1,45.2%,1.08,69.4%,1.02,0.68,25,27,Singapore,14702,Apries,1.06,674,0.09,0.08,449,460
0.02,0.76,68.0,2.7,33.3%,0.92,62.0%,0.87,0.66,2,21,Philippines,19516,Timm,0.9,50,0.12,0.12,38,33
0.11,0.8,67.6,1.2,37.9%,0.79,56.5%,0.67,0.54,4,34,Singapore,15306,brownsmiley,0.77,108,0.05,0.07,86,58
0.09,0.79,-,-,40.6%,-,-,0.71,0.56,3,-,Denmark,8883,cunten,0.8,57,-,-,45,32
0.13,0.72,66.1,3.7,42.8%,0.82,65.5%,0.8,0.58,35,17,Slovakia,14965,SYSTEM,0.87,879,0.09,0.11,636,507
0.09,0.77,-,-,55.0%,-,-,1.18,0.91,1,-,China,10181,SPHiNX,1.26,22,-,-,17,20
0.11,0.63,69.9,3.5,52.3%,0.89,71.9%,1.04,0.66,170,23,Denmark,11013,thamlike,1.02,4538,0.14,0.09,2865,2989
0.15,0.72,75.4,5.4,44.8%,1.09,67.2%,0.9,0.65,17,21,Cambodia,18056,RuBy3D,1.01,424,0.10,0.10,307,277
0.18,0.65,75.5,2.7,27.9%,1.36,72.7%,1.12,0.73,6,-,Sweden,11080,elZi,1.16,143,0.13,0.15,93,104
0.14,0.72,-,-,36.6%,-,-,0.73,0.53,16,-,Finland,8362,Isukki,0.79,424,-,-,305,224
0.09,0.85,75.9,5.5,54.5%,0.88,58.7%,0.85,0.72,2,-,Denmark,5924,Bandit,0.89,46,0.09,0.09,39,33
0.14,0.74,70.2,4.5,41.2%,0.88,65.6%,0.85,0.63,17,21,Greece,16988,KhA,0.91,462,0.13,0.13,342,291
0.19,0.72,65.3,1.2,38.9%,0.91,67.3%,0.72,0.52,4,-,United States,16577,Kaptivate,0.9,104,0.14,0.15,75,54
0.11,0.63,69.4,3.4,57.8%,0.96,71.7%,1.03,0.64,451,18,Russia,18317,magixx,1.04,11959,0.10,0.10,7496,7695
0.16,0.74,63.9,5.6,55.3%,0.72,70.0%,0.7,0.52,3,31,Ecuador,12311,Godmodez,0.86,90,0.04,0.16,67,47
0.15,0.69,73.0,2.3,44.9%,0.98,71.8%,1.0,0.68,38,25,United States,11058,Berghy,1.04,985,0.12,0.12,676,673
0.13,0.69,69.8,3.1,38.1%,0.93,64.6%,0.89,0.61,12,-,Brazil,13431,dk,0.93,274,0.08,0.07,189,168
0.12,0.67,71.0,2.1,34.0%,1.09,69.0%,1.01,0.68,379,30,Poland,7369,peet,1.0,9993,0.10,0.10,6691,6788
0.1,0.71,72.6,3.2,32.2%,1.10,65.3%,0.98,0.69,16,22,Malaysia,15273,cara,1.02,450,0.07,0.10,318,311
0.06,0.89,68.7,1.7,26.5%,1.08,57.7%,0.78,0.69,3,20,United States,14867,JeFr3,0.83,71,0.04,0.11,63,49
0.2,0.74,-,-,53.1%,-,-,0.88,0.65,4,-,France,7461,LynnoX,0.86,99,-,-,73,64
0.14,0.7,69.5,4.6,49.8%,0.93,66.6%,0.9,0.63,869,30,Germany,3252,LEGIJA,0.91,22614,0.08,0.09,15916,14245
0.21,0.75,76.6,8.2,34.4%,1.06,60.4%,0.8,0.6,2,32,Brazil,19795,SNd,0.92,53,0.02,0.06,40,32
0.2,0.74,-,-,55.3%,-,-,0.92,0.68,7,-,Poland,7756,HOLY,0.97,167,-,-,124,114
0.08,0.76,65.2,4.8,25.0%,1.21,64.0%,0.84,0.64,1,31,Korea,12698,c.c,0.97,25,0.12,0.04,19,16
0.14,0.78,92.9,2.2,53.8%,1.31,69.6%,1.08,0.85,3,-,Brazil,5740,heavY,1.18,92,0.14,0.16,72,78
0.13,0.68,71.5,4.7,44.8%,0.99,70.1%,0.94,0.64,119,24,Portugal,11293,whatz,1.01,3199,0.11,0.10,2161,2039
0.12,0.68,77.6,2.5,41.0%,1.15,69.7%,1.07,0.72,118,24,Argentina,15687,christo,1.1,3123,0.10,0.09,2110,2262
0.14,0.72,70.3,3.6,47.0%,0.92,70.5%,0.83,0.6,11,16,Russia,20430,alpha1337,0.95,281,0.10,0.09,202,168
0.09,0.67,67.9,3.8,33.6%,1.06,66.2%,0.98,0.66,32,26,Singapore,10614,Rede,1.0,792,0.09,0.09,532,524
0.11,0.71,72.8,2.4,58.1%,0.97,68.8%,0.97,0.68,256,22,United States,14022,shonk,1.0,6564,0.14,0.11,4636,4494
0.14,0.67,77.3,3.5,40.0%,1.09,72.9%,1.09,0.73,20,27,United States,10725,MEEHA,1.1,499,0.10,0.13,336,365
0.07,0.83,65.2,3.1,29.6%,0.85,54.8%,0.77,0.64,2,-,Argentina,17877,CrayZ,0.75,42,0.14,0.19,35,27
0.08,0.85,48.0,3.3,50.0%,0.45,52.3%,0.52,0.44,4,20,Sweden,20656,fredde,0.54,86,0.05,0.07,73,38
0.08,0.84,61.8,3.0,45.7%,0.74,52.2%,0.68,0.57,8,25,Brazil,10817,FBK,0.71,184,0.21,0.11,155,105
0.1,0.84,46.2,4.7,63.6%,0.45,56.7%,0.43,0.37,4,26,Iraq,20725,Hadi,0.55,90,0.11,0.20,76,33
0.15,0.74,69.2,3.0,37.9%,0.86,63.2%,0.84,0.62,21,-,Poland,10091,phz,0.86,541,0.12,0.08,401,335
0.12,0.68,58.1,4.0,49.9%,0.81,60.1%,0.81,0.55,25,31,Slovakia,3141,giotive,0.83,656,0.13,0.10,444,361
0.17,0.7,-,-,45.5%,-,-,0.89,0.63,5,-,Norway,7482,ovrum,0.9,105,-,-,74,66
0.18,0.7,-,-,42.1%,-,-,0.89,0.62,43,-,Austria,7202,DavoN,0.89,1133,-,-,791,705
0.11,0.79,72.1,3.0,39.8%,0.99,63.3%,0.81,0.64,40,-,Canada,11065,SlaySmile,0.9,987,0.07,0.10,784,636
0.05,0.8,48.9,0.0,56.2%,0.64,47.5%,0.5,0.4,2,20,Malta,11755,JKelele,0.58,40,0.03,0.03,32,16
0.13,0.68,80.4,3.2,48.6%,1.17,64.2%,0.97,0.66,2,20,Moldova,19772,KKoKKo,1.05,53,0.13,0.13,36,35
0.13,0.75,67.0,4.0,46.4%,0.92,63.6%,0.78,0.59,16,29,Denmark,1908,Bazooun,0.88,404,0.09,0.12,304,237
0.15,0.9,94.4,0.3,62.1%,0.94,59.0%,0.83,0.74,2,21,Thailand,16301,HearNs,0.95,39,0.15,0.13,35,29
0.17,1.0,27.6,0.0,0.0%,0.08,22.2%,0.11,0.11,1,-,Brazil,17808,gZERO,0.14,18,0.06,0.11,18,2
0.13,0.76,69.7,2.5,56.6%,0.92,65.2%,0.81,0.62,60,18,China,18934,MAD,0.9,1635,0.10,0.10,1239,1008
0.12,0.84,65.3,2.3,53.3%,0.86,55.7%,0.73,0.61,4,27,Norway,9510,Fonzie,0.77,98,0.20,0.07,82,60
0.14,0.68,72.8,4.9,40.2%,0.88,68.8%,0.92,0.63,49,19,Romania,19698,adamS,0.97,1385,0.10,0.09,943,871
0.13,0.63,66.3,2.8,64.4%,0.80,68.9%,1.03,0.64,7,-,Norway,15181,zealot,0.96,183,0.10,0.10,115,118
0.15,0.72,61.9,3.1,33.3%,0.84,60.0%,0.75,0.54,5,-,Denmark,10997,DannyCa$H,0.8,95,0.07,0.07,68,51
0.14,0.66,76.7,4.5,45.6%,1.06,71.9%,1.06,0.7,148,26,Canada,11438,PLAYER1,1.08,3886,0.12,0.10,2567,2733
0.12,0.72,70.1,2.3,53.7%,0.88,65.6%,0.89,0.64,2,21,Israel,13621,Talco,0.94,64,0.09,0.08,46,41
0.17,0.69,-,-,35.4%,-,-,0.78,0.54,5,-,Sweden,7449,major,0.79,120,-,-,83,65
0.14,0.69,70.5,2.6,36.8%,1.05,68.0%,0.98,0.67,15,26,Portugal,13952,zavy,1.01,400,0.08,0.12,275,269
0.18,0.68,-,-,34.6%,-,-,1.0,0.68,4,-,Portugal,8389,joshuA,0.99,119,-,-,81,81
0.07,0.83,45.0,3.1,47.1%,0.48,59.5%,0.49,0.4,2,21,Netherlands,14728,Zorb,0.59,42,0.10,0.14,35,17
0.16,0.72,72.8,5.7,54.7%,1.01,65.7%,0.9,0.65,4,-,Argentina,17868,dreameR,0.97,99,0.11,0.09,71,64
0.19,0.73,86.6,2.7,38.9%,0.92,65.4%,0.95,0.69,1,22,Estonia,16467,dex,1.01,26,0.08,0.08,19,18
0.19,0.75,89.2,1.3,57.8%,1.40,73.1%,1.08,0.81,7,-,United Arab Emirates,12968,Osman,1.22,167,0.12,0.14,125,135
0.13,0.74,69.2,4.9,47.8%,1.01,59.7%,0.81,0.6,3,-,Romania,10689,TF,0.88,77,0.06,0.09,57,46
0.13,0.71,65.1,5.5,40.0%,0.79,70.1%,0.73,0.52,3,20,United States,18209,Drenit,0.89,77,0.09,0.12,55,40
0.14,0.81,-,-,25.0%,-,-,0.31,0.25,3,-,Russia,5010,fl0rida,0.38,63,-,-,51,16
0.12,0.69,71.7,1.1,43.4%,1.03,68.5%,0.98,0.67,68,27,South Africa,10612,makmuR,0.96,1776,0.10,0.11,1219,1191
0.03,0.94,42.8,5.8,36.4%,0.14,40.0%,0.33,0.31,2,23,Mongolia,18149,chuvak,0.3,35,0.00,0.03,33,11
0.14,0.63,53.6,4.8,45.2%,0.55,67.9%,0.58,0.37,3,29,Hungary,18793,mick,0.78,84,0.07,0.15,53,31
0.09,0.71,58.9,2.3,54.4%,0.72,66.1%,0.8,0.57,11,32,Belgium,3870,bERKY,0.83,280,0.11,0.08,199,160
0.14,0.8,77.7,3.2,42.5%,0.91,70.4%,0.78,0.63,7,-,Poland,20160,Olivka,0.92,169,0.05,0.10,136,106
0.09,0.78,50.6,3.5,40.0%,0.39,55.3%,0.45,0.35,3,-,Brazil,17536,Myth,0.57,85,0.05,0.16,66,30
0.12,0.8,74.0,2.1,50.0%,0.80,67.2%,0.86,0.69,2,19,Israel,13617,oFk,0.9,64,0.17,0.14,51,44
0.09,0.87,62.7,1.6,73.9%,0.71,55.6%,0.59,0.51,2,16,Sweden,21010,okand,0.68,45,0.16,0.11,39,23
0.1,0.81,62.8,0.7,48.4%,0.66,60.3%,0.66,0.53,2,25,India,18955,uTOO,0.77,58,0.16,0.16,47,31
0.14,0.7,68.8,5.2,50.8%,0.88,69.6%,0.89,0.62,4,24,Jordan,13636,k0de,0.94,102,0.07,0.06,71,63
0.12,0.84,59.6,5.2,41.2%,0.71,58.1%,0.58,0.49,4,24,China,16913,KCR,0.69,105,0.13,0.10,88,51
0.17,0.7,81.9,3.8,38.0%,1.18,74.4%,1.11,0.78,19,-,Korea,10060,allow,1.09,500,0.14,0.12,351,389
0.13,0.69,72.7,3.1,49.3%,0.99,67.9%,0.97,0.66,585,23,Romania,8453,SEMINTE,0.97,15282,0.10,0.09,10480,10157
0.12,0.73,75.9,2.9,54.9%,0.68,67.3%,0.91,0.66,4,23,Romania,19172,AdRyaan,0.91,107,0.10,0.10,78,71
0.12,0.77,69.1,2.0,62.0%,0.90,67.4%,0.8,0.61,35,25,India,14362,BaDMaN,0.92,912,0.10,0.10,700,558
0.1,0.95,33.2,3.3,62.5%,0.35,46.2%,0.22,0.21,2,-,China,20852,Era,0.34,39,0.03,0.26,37,8
0.15,0.62,83.7,5.1,39.9%,1.16,74.7%,1.24,0.77,953,25,Indonesia,7131,BnTeT,1.16,24831,0.12,0.10,15467,19169
0.14,0.69,60.4,3.8,43.1%,0.63,68.2%,0.96,0.67,20,31,Turkey,1248,marqnue,0.98,526,0.04,0.19,363,350
0.13,0.77,77.1,4.3,52.4%,1.00,68.2%,0.92,0.71,13,-,China,10878,RiN,1.0,327,0.11,0.13,252,231
0.09,0.74,68.3,4.8,15.4%,1.03,58.1%,0.81,0.6,2,23,Latvia,14212,Limbazu_Piens,0.88,43,0.07,0.05,32,26
0.13,0.63,74.0,3.0,41.2%,1.09,72.2%,1.12,0.71,180,26,United States,8633,di^,1.07,4495,0.11,0.09,2836,3188
0.16,0.8,-,-,55.6%,-,-,0.92,0.74,3,-,Portugal,10106,brikk,0.95,61,-,-,49,45
0.03,0.72,64.1,1.2,33.3%,0.82,54.5%,0.9,0.65,3,21,Romania,19820,BlackyBeast,0.84,88,0.11,0.11,63,57
0.13,0.72,76.9,2.8,56.4%,1.09,70.2%,0.99,0.71,274,22,United States,14111,alter,1.06,7211,0.11,0.12,5198,5136
0.1,0.81,53.4,0.8,44.1%,0.53,60.3%,0.54,0.44,3,-,Indonesia,17711,Mildname,0.66,78,0.08,0.13,63,34
0.14,0.71,73.1,2.6,44.7%,0.91,67.9%,0.88,0.62,41,27,Germany,9263,synx,0.89,1027,0.12,0.11,727,637
0.16,0.69,76.8,3.1,41.8%,1.07,70.9%,0.99,0.68,305,22,Australia,9109,chuch,0.98,7824,0.09,0.10,5386,5324
0.13,0.72,70.5,3.2,44.4%,0.88,66.6%,0.9,0.64,42,-,Australia,9119,dimojR,0.89,1137,0.11,0.11,813,730
0.11,0.64,73.1,5.1,29.4%,1.11,70.5%,1.09,0.7,827,31,Brazil,2529,Maluk3,1.09,21470,0.09,0.09,13797,15018
