assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
0.11,0.68,72.4,3.1,56.1%,1.07,68.4%,1.0,0.68,68,25,Indonesia,15024,blaZek1ng,1.03,1761,0.12,0.09,1193,1190
0.14,0.76,72.5,3.4,52.9%,0.94,65.4%,0.82,0.62,70,21,Serbia,13025,MUFFY,0.93,1832,0.09,0.10,1388,1134
0.13,0.84,52.4,8.0,40.0%,0.71,48.3%,0.48,0.4,4,23,Paraguay,18872,Folo,0.59,87,0.09,0.05,73,35
0.14,0.71,70.7,4.8,54.0%,0.88,66.1%,0.87,0.62,90,24,United Kingdom,9269,esio,0.9,2274,0.11,0.11,1619,1407
0.1,0.59,-,-,49.1%,-,-,1.23,0.73,4,-,Egypt,9381,AbuFasT,1.15,73,-,-,43,53
0.14,0.74,74.7,3.3,55.1%,1.02,64.4%,0.9,0.67,28,33,Mongolia,12132,Rado,0.97,739,0.09,0.08,549,494
0.15,0.85,85.8,0.0,64.5%,1.14,60.9%,0.79,0.67,2,-,Malaysia,19407,Stre,0.97,46,0.11,0.04,39,31
0.11,0.72,57.2,2.7,53.1%,0.67,64.2%,0.69,0.5,22,-,United States,17780,dolphy,0.78,556,0.09,0.11,402,277
0.08,0.76,66.7,3.1,58.1%,0.80,66.7%,0.79,0.61,2,22,Vietnam,19632,RiahK,0.88,51,0.16,0.04,39,31
0.14,0.74,76.2,3.8,40.1%,1.06,66.4%,0.93,0.69,206,22,Sweden,11911,Karus,1.0,5399,0.09,0.10,3974,3702
0.11,0.67,66.5,2.9,34.4%,1.04,65.3%,0.96,0.64,22,30,Australia,14300,p00chy,0.97,548,0.08,0.07,365,349
0.13,0.71,71.7,3.4,54.4%,0.98,67.8%,0.92,0.65,1190,29,Germany,1064,crisby,0.94,31057,0.10,0.11,22037,20338
0.14,0.67,71.0,2.8,46.5%,0.97,72.2%,0.96,0.64,20,-,Serbia,16669,HLEB,1.02,507,0.10,0.09,342,327
0.15,0.72,68.2,3.4,53.3%,0.78,68.2%,0.85,0.62,7,22,France,20477,HippoV,0.91,170,0.15,0.10,123,105
0.18,0.8,-,-,37.2%,-,-,0.62,0.5,8,-,China,10302,d1sappear,0.66,173,-,-,139,86
0.16,0.68,72.0,5.2,47.3%,0.99,70.1%,0.92,0.63,275,28,Portugal,4005,Pizituh,0.92,7190,0.10,0.12,4911,4523
0.14,0.72,76.4,6.2,50.0%,1.05,67.1%,0.95,0.68,6,24,Macedonia,10873,plavi,0.99,152,0.11,0.10,110,104
0.16,0.81,74.9,4.2,52.6%,0.98,67.6%,0.85,0.68,6,-,China,12358,HM,0.94,139,0.10,0.10,112,95
0.2,0.74,79.3,3.3,43.0%,1.00,68.4%,0.93,0.69,6,-,Brazil,13432,dabliw,1.01,155,0.07,0.11,115,107
0.07,0.75,68.0,0.0,26.3%,0.74,64.3%,0.9,0.68,1,-,United States,20212,cin,0.86,28,0.21,0.07,21,19
0.21,0.76,80.0,2.8,34.5%,1.06,69.1%,0.82,0.62,2,-,Brazil,10812,dso,1.0,94,0.10,0.09,71,58
0.16,0.69,80.4,2.1,46.5%,1.22,70.9%,1.04,0.72,22,30,Taiwan,12193,bee,1.11,564,0.09,0.10,390,404
0.04,0.78,48.3,0.6,75.0%,0.59,59.2%,0.74,0.57,2,22,Estonia,11933,vl4d1s,0.7,49,0.10,0.00,38,28
0.16,0.67,-,-,50.5%,-,-,1.15,0.77,5,23,Denmark,10331,S1ck,1.06,126,-,-,84,97
0.16,0.69,69.8,3.9,51.3%,0.91,66.8%,0.85,0.58,400,30,Sweden,7378,Devilwalk,0.86,10494,0.08,0.12,7223,6122
0.09,0.69,72.3,2.2,34.2%,1.12,63.8%,1.02,0.7,72,27,Finland,2096,tomsku,1.03,1895,0.09,0.08,1312,1332
0.11,1.0,53.8,0.0,62.5%,0.51,55.6%,0.44,0.44,1,20,United States,16582,JustBob,0.56,18,0.06,0.17,18,8
0.0,0.86,-,-,0.0%,-,-,0.6,0.52,2,-,Finland,7242,Rio,0.7,50,-,-,43,26
0.18,0.71,80.0,5.1,35.7%,1.10,70.8%,1.01,0.72,43,27,Romania,15907,iLLa,1.07,1096,0.12,0.14,781,790
0.07,0.76,57.7,1.6,52.5%,0.55,58.7%,0.72,0.54,19,21,Russia,12001,ex4mple,0.71,450,0.09,0.07,340,244
0.12,0.62,60.8,3.1,49.5%,0.54,70.1%,0.86,0.53,7,22,Russia,19201,unknownamez,0.88,201,0.11,0.07,124,107
0.15,0.67,80.8,6.4,44.1%,1.16,71.3%,1.1,0.73,594,22,United States,11586,dapr,1.13,15426,0.11,0.10,10311,11313
0.03,0.76,69.0,2.9,43.8%,0.76,59.7%,0.87,0.67,3,-,Brazil,18235,LUCKING,0.84,72,0.08,0.08,55,48
0.11,0.63,74.3,4.9,35.5%,1.10,71.2%,1.15,0.73,106,22,Australia,14329,2D,1.11,2739,0.13,0.09,1732,1994
0.12,0.71,65.3,6.7,42.7%,0.75,62.7%,0.87,0.62,13,30,Iceland,10572,dayton,0.89,321,0.11,0.09,228,199
0.16,0.95,53.3,3.6,71.4%,0.74,63.2%,0.39,0.37,1,-,Brazil,10793,stillfree,0.66,19,0.00,0.21,18,7
0.05,0.89,40.6,0.2,62.5%,0.65,36.8%,0.47,0.42,1,-,United States,14634,^nitro,0.48,19,0.05,0.21,17,8
0.15,0.76,91.3,6.6,30.6%,1.18,65.2%,1.03,0.78,2,-,Denmark,10930,Hi-5IVE,1.14,46,0.11,0.13,35,36
0.1,0.67,74.7,3.4,32.2%,1.13,68.0%,1.07,0.72,273,19,Sweden,16487,eraa,1.07,7433,0.09,0.09,5009,5361
0.15,0.71,73.5,4.3,51.1%,0.90,66.4%,0.9,0.64,32,26,Sweden,10783,zownie,0.95,849,0.11,0.10,605,544
0.14,0.74,-,-,50.0%,-,-,0.87,0.64,4,-,Poland,7758,rejsu,0.87,91,-,-,67,58
0.14,0.7,72.6,1.9,37.5%,1.02,65.2%,0.89,0.62,28,27,Malaysia,8948,ims,0.91,795,0.11,0.09,554,493
0.1,0.8,82.3,4.8,47.2%,1.15,67.3%,0.92,0.73,2,26,China,18940,DRAGBA,1.05,49,0.08,0.06,39,36
0.14,0.77,64.1,7.6,39.7%,0.99,53.9%,0.76,0.59,22,-,Russia,7489,DeeEee,0.8,532,0.11,0.04,412,315
0.06,0.74,67.1,0.7,37.0%,0.69,63.9%,0.87,0.64,3,-,United States,13136,Krazy,0.84,72,0.08,0.12,53,46
0.16,0.73,83.2,3.7,57.4%,1.20,68.8%,1.01,0.74,44,18,Australia,20527,TjP,1.1,1144,0.09,0.11,838,846
0.12,0.66,69.9,3.6,56.2%,0.89,71.7%,0.94,0.62,95,19,Denmark,20089,Maccen,1.0,2516,0.12,0.10,1665,1572
0.09,0.78,72.3,1.4,48.7%,1.06,59.7%,0.8,0.63,5,23,Uzbekistan,18447,TIMURKAj,0.91,124,0.08,0.05,97,78
0.1,0.7,52.5,1.2,48.8%,0.48,62.6%,0.67,0.47,4,22,Poland,13694,Caroline,0.72,91,0.11,0.05,64,43
0.14,0.76,62.9,3.3,52.4%,0.90,65.1%,0.73,0.55,28,22,Vietnam,19304,kun,0.85,679,0.10,0.14,513,372
0.07,0.85,52.8,0.1,27.8%,0.44,55.0%,0.53,0.45,2,24,Netherlands,18252,norcha,0.58,40,0.10,0.07,34,18
0.15,0.61,94.3,2.6,56.4%,1.12,82.6%,1.39,0.85,2,-,Hong Kong,11454,LFN,1.36,46,0.09,0.13,28,39
0.11,0.81,59.0,7.0,39.1%,0.77,57.4%,0.61,0.49,2,20,Kazakhstan,18095,Bl1nk,0.74,47,0.09,0.06,38,23
0.14,0.76,74.6,5.1,34.4%,0.87,63.6%,0.85,0.65,4,29,Norway,13548,ProjectSolo,0.91,99,0.13,0.06,75,64
0.13,0.77,77.3,3.1,54.4%,1.03,65.7%,0.88,0.67,17,-,Brazil,18345,ryu,0.97,452,0.08,0.09,348,305
0.14,0.78,64.0,4.3,43.7%,0.78,55.3%,0.74,0.57,16,-,Portugal,9413,REZET,0.8,387,0.08,0.10,300,222
0.12,0.82,61.6,2.4,54.8%,0.74,58.9%,0.6,0.5,9,18,Mongolia,19979,Manlai2k,0.73,209,0.10,0.14,172,104
0.0,0.94,-,-,50.0%,-,-,0.3,0.29,2,-,Sweden,8336,madman,0.3,35,-,-,33,10
0.0,1.0,21.0,0.0,80.0%,0.00,25.0%,0.16,0.16,2,-,Colombia,14642,Mini1337,0.1,32,0.00,0.00,32,5
0.14,0.65,85.2,3.1,47.4%,1.17,70.9%,1.15,0.75,6,-,Algeria,11169,Bombfactory,1.15,182,0.09,0.05,119,137
0.15,0.85,50.1,2.1,40.0%,0.46,53.3%,0.49,0.42,3,-,Finland,14572,Klankku,0.51,60,0.07,0.05,51,25
0.11,0.69,62.3,1.7,35.6%,0.75,62.5%,0.82,0.56,10,28,Russia,3499,pixel,0.84,264,0.05,0.04,181,149
0.06,0.97,36.3,4.1,41.7%,0.32,45.7%,0.35,0.34,2,-,Mexico,19413,Kevin,0.38,35,0.06,0.06,34,12
0.14,0.77,67.1,2.3,55.9%,0.77,59.5%,0.69,0.53,4,22,Poland,17111,daen,0.8,111,0.11,0.12,86,59
0.08,0.8,76.7,2.6,55.6%,1.12,64.0%,0.9,0.72,1,22,Norway,13151,Thor,0.98,25,0.16,0.12,20,18
0.12,0.74,74.3,4.4,59.8%,0.94,68.0%,0.88,0.65,25,20,Norway,18807,LaX,0.98,634,0.10,0.12,469,413
0.03,0.91,52.7,0.5,25.0%,0.27,42.9%,0.38,0.34,2,24,Cyprus,11830,Dima,0.43,35,0.11,0.09,32,12
0.13,0.63,64.2,4.8,28.6%,0.97,80.0%,1.11,0.7,1,25,Saudi Arabia,16521,Deadlyyy,1.1,30,0.07,0.20,19,21
0.13,0.67,72.4,3.0,51.2%,0.98,71.6%,1.0,0.67,893,21,Denmark,8871,Lukki,0.99,23437,0.12,0.12,15631,15622
0.18,0.69,96.0,2.7,42.6%,1.30,75.9%,1.07,0.74,16,27,Spain,9714,Barbara,1.05,391,0.11,0.10,270,289
0.2,0.7,82.0,10.7,34.8%,1.12,72.9%,0.99,0.69,3,-,United States,16054,womf,1.09,96,0.12,0.07,67,66
0.22,0.75,63.6,3.6,64.3%,0.81,63.6%,0.68,0.51,2,-,Russia,12026,Stomp,0.82,55,0.15,0.22,41,28
0.16,0.75,65.8,4.3,43.3%,0.83,60.7%,0.71,0.54,2,-,Sweden,16737,Scruul,0.83,56,0.07,0.12,42,30
0.14,0.7,69.5,5.4,53.3%,0.93,67.4%,0.88,0.62,823,27,Sweden,11110,Golden,0.95,21905,0.09,0.10,15281,13519
0.14,0.72,69.1,3.7,46.0%,0.87,65.7%,0.85,0.61,91,25,Ukraine,8787,norison,0.86,2314,0.08,0.10,1665,1418
0.0,0.89,-,-,40.0%,-,-,0.37,0.33,3,-,Spain,7174,HeLBeR,0.4,61,-,-,54,20
0.08,0.83,68.4,0.3,36.7%,0.90,63.9%,0.82,0.68,3,20,United States,15239,Parars,0.85,72,0.07,0.11,60,49
0.17,0.78,52.1,1.0,66.7%,0.73,63.0%,0.5,0.39,2,-,Denmark,551,A38,0.72,46,0.13,0.11,36,18
0.14,0.77,72.1,4.4,51.1%,1.01,66.4%,0.82,0.64,61,18,United States,18090,micro,0.94,1629,0.11,0.13,1259,1038
0.16,0.67,72.1,3.6,46.1%,1.03,71.0%,0.99,0.66,11,20,Ukraine,17086,nakaznoi,1.03,290,0.11,0.09,193,191
0.15,0.68,73.0,4.3,44.0%,0.97,71.2%,0.94,0.65,169,22,Bulgaria,11216,Partodis,1.02,4392,0.11,0.12,3008,2842
0.11,0.78,-,-,59.3%,-,-,0.75,0.59,2,-,Poland,8226,Baikerboys,0.79,46,-,-,36,27
0.17,0.71,71.6,2.1,45.5%,0.93,68.8%,0.9,0.64,29,25,Italy,14314,Pisa,0.97,715,0.11,0.12,506,455
0.09,0.66,58.6,4.3,24.4%,0.83,67.1%,0.84,0.56,47,28,Israel,13625,Tactus,0.89,1202,0.07,0.10,796,671
0.11,0.81,73.8,0.8,60.4%,0.81,64.1%,0.81,0.65,7,23,Thailand,14580,g0d2k,0.88,170,0.14,0.08,137,111
0.02,0.76,77.8,1.9,45.9%,1.24,62.0%,0.97,0.74,2,28,Serbia,3738,Little^Bunny,1.04,50,0.08,0.06,38,37
0.0,0.78,-,-,16.6%,-,-,0.9,0.7,13,-,Germany,7220,Kaiii,0.95,318,-,-,248,223
0.12,0.71,66.7,2.6,37.4%,1.02,66.3%,0.86,0.61,17,21,South Africa,16283,Rogue,0.95,415,0.08,0.09,294,254
0.1,0.72,61.4,3.2,43.6%,0.74,62.3%,0.77,0.56,11,21,Japan,18145,Anker,0.81,239,0.06,0.09,173,133
0.13,0.68,73.3,5.1,36.6%,0.98,68.1%,0.94,0.64,143,26,Netherlands,8269,G1DO,0.93,3688,0.08,0.09,2502,2352
0.28,0.69,-,-,42.9%,-,-,0.7,0.48,1,-,Sweden,9518,sh1ver,0.76,29,-,-,20,14
0.14,0.67,75.2,4.0,46.8%,0.94,71.8%,0.98,0.65,25,-,Russia,18778,Elizabeth,1.04,652,0.11,0.12,435,425
0.08,0.73,45.5,0.4,54.5%,0.87,57.7%,0.58,0.42,1,21,Denmark,20415,domini,0.72,26,0.08,0.08,19,11
0.16,0.77,58.5,2.7,35.7%,0.77,66.7%,0.68,0.52,3,27,Hungary,16398,KaHu,0.82,81,0.09,0.15,62,42
0.1,0.86,45.7,2.9,48.1%,0.39,58.4%,0.49,0.42,6,22,Bulgaria,16192,SAIKY,0.55,125,0.10,0.10,107,52
0.19,0.97,56.2,0.0,61.5%,0.49,47.2%,0.37,0.36,2,-,China,11157,Lacrimosa,0.46,36,0.08,0.14,35,13
0.22,0.76,-,-,42.9%,-,-,0.92,0.7,2,-,Germany,3253,Sol,1.04,50,-,-,38,35
0.13,0.67,66.8,3.3,42.9%,0.70,69.4%,0.91,0.61,13,-,Tunisia,10489,mason,0.9,370,0.08,0.13,247,224
0.14,0.61,65.1,4.8,47.0%,0.78,69.6%,0.95,0.58,13,-,United Kingdom,15725,Jak3y,0.96,369,0.06,0.06,226,215
0.2,0.78,77.1,2.9,59.1%,1.24,55.4%,0.76,0.59,3,19,Belarus,15469,ezh1k,0.93,74,0.08,0.09,58,44
0.18,0.67,73.0,5.2,39.7%,0.91,71.1%,1.0,0.67,73,30,Germany,8974,Shifty,0.99,1881,0.10,0.11,1266,1265
0.15,0.7,75.7,4.6,37.4%,1.03,66.9%,0.93,0.65,13,-,Brazil,17495,PLEEtS,1.0,335,0.09,0.08,236,219
0.14,0.7,72.7,4.4,41.7%,1.02,69.6%,0.95,0.67,10,21,Denmark,16745,stylez,1.01,263,0.12,0.12,185,175
0.07,0.56,87.8,0.6,23.8%,1.18,66.7%,1.4,0.78,1,-,Germany,14074,sVnJ,1.24,27,0.07,0.07,15,21
0.1,0.83,68.5,0.9,71.1%,0.72,66.7%,0.76,0.63,2,18,China,19884,bug,0.84,60,0.07,0.07,50,38
0.13,0.69,74.9,3.8,55.3%,0.97,70.0%,0.99,0.68,99,-,Brazil,14780,tge,1.03,2553,0.10,0.10,1750,1730
0.17,0.73,79.5,5.0,63.2%,1.02,70.9%,0.92,0.67,8,-,Spain,20165,JennyR,1.03,203,0.17,0.16,148,136
0.11,0.72,69.1,1.4,39.2%,0.95,66.1%,0.93,0.67,34,27,Vietnam,13491,Kaiser,0.95,846,0.11,0.09,605,564
0.18,0.76,63.8,2.5,43.9%,0.79,61.8%,0.71,0.54,3,22,United States,17462,rapier,0.81,76,0.12,0.08,58,41
0.12,0.8,58.2,3.2,53.7%,0.63,61.2%,0.62,0.5,32,34,Brazil,554,ellllll,0.71,833,0.09,0.11,666,415
0.12,0.8,66.1,0.2,58.8%,0.83,60.2%,0.76,0.6,5,-,Canada,14101,Shadows,0.82,113,0.05,0.12,90,68
0.12,0.69,-,-,53.7%,-,-,0.95,0.66,5,-,Croatia,7907,Spexie,0.94,125,-,-,86,82
0.0,0.21,6.7,0.0,33.3%,0.30,89.5%,0.75,0.16,1,28,Venezuela,11536,Bonsai,0.91,19,0.16,0.00,4,3
0.06,0.91,69.4,7.2,50.0%,0.60,41.2%,0.52,0.47,2,-,United States,20341,BirdehBox,0.58,34,0.09,0.03,31,16
0.1,0.72,58.3,4.3,36.6%,0.65,68.5%,0.69,0.5,6,21,Russia,20693,HypeNoise,0.8,143,0.04,0.10,103,71
0.16,0.76,69.9,1.0,50.0%,0.74,61.8%,0.77,0.59,5,-,United States,18443,helly,0.85,102,0.12,0.12,78,60
0.15,0.71,70.3,4.5,39.6%,0.91,64.0%,0.91,0.65,26,-,Spain,6016,smile,0.95,639,0.06,0.08,453,414
0.14,0.72,56.5,5.2,43.1%,0.62,64.5%,0.67,0.48,8,21,Australia,18951,Screts,0.76,211,0.11,0.08,152,102
0.12,0.94,79.2,7.1,54.5%,1.05,55.9%,0.69,0.65,2,-,Denmark,10949,Splash,0.78,34,0.12,0.09,32,22
0.16,0.72,65.8,3.7,54.6%,0.80,71.3%,0.77,0.55,7,-,Spain,15974,rAmbi,0.91,195,0.11,0.18,140,108
0.11,0.77,72.3,2.8,51.2%,1.03,65.8%,0.88,0.67,14,26,Sweden,12142,hOLMBERG,0.97,374,0.10,0.12,287,252
0.12,0.81,-,-,29.3%,-,-,0.69,0.56,3,-,Russia,9964,PostHuman,0.77,73,-,-,59,41
0.16,0.72,80.2,4.3,54.4%,1.16,67.7%,0.96,0.69,77,24,India,15659,Rex,1.06,1996,0.09,0.10,1447,1385
0.18,0.66,79.3,4.5,40.7%,1.23,75.6%,1.08,0.72,5,31,Myanmar,19392,mako,1.18,127,0.09,0.16,84,91
0.15,0.7,78.1,4.1,38.9%,1.30,59.8%,1.03,0.72,10,-,Denmark,10115,braadz,1.06,257,0.08,0.06,180,185
0.12,0.73,75.6,5.5,23.8%,0.98,70.5%,0.98,0.72,3,-,Sweden,11003,FRYKKAN,1.01,88,0.14,0.12,64,63
0.12,0.73,75.0,4.7,37.6%,1.16,66.4%,0.95,0.69,41,28,Argentina,18550,GATICA,1.03,1078,0.09,0.08,788,748
0.16,0.92,46.3,0.1,47.1%,0.48,62.2%,0.5,0.46,2,-,United States,14750,Tireless,0.56,37,0.05,0.16,34,17
0.14,0.73,73.8,3.4,43.9%,1.00,68.0%,0.86,0.63,63,25,Serbia,4653,kostinho,0.89,1644,0.10,0.12,1199,1037
0.05,0.92,-,-,19.0%,-,-,0.62,0.57,2,-,Colombia,10314,spc,0.62,37,-,-,34,21
0.12,0.68,66.6,2.1,40.3%,0.82,70.5%,0.91,0.62,16,20,Denmark,16721,lilja,0.95,403,0.10,0.09,274,248
0.11,0.69,71.5,2.5,39.2%,1.07,68.6%,0.98,0.68,117,22,Philippines,15144,JA,1.03,3000,0.10,0.11,2076,2033
0.15,0.73,59.4,4.6,52.8%,0.90,59.5%,0.62,0.46,3,27,Turkey,13427,MAESK,0.8,79,0.05,0.08,58,36
0.19,0.7,67.7,2.7,50.0%,0.66,72.9%,0.83,0.57,7,-,Sweden,10656,veggeh,0.9,181,0.04,0.12,126,104
0.16,0.81,63.9,3.5,35.2%,0.73,63.1%,0.69,0.55,8,-,Australia,14949,TwistEZ,0.78,195,0.12,0.13,157,108
0.08,0.85,53.8,1.9,47.1%,0.48,48.7%,0.52,0.44,2,-,Finland,17160,Waltteri,0.56,39,0.05,0.13,33,17
0.16,0.69,77.4,7.8,43.3%,0.98,68.2%,0.96,0.67,55,-,Poland,3581,dArk,0.96,1364,0.10,0.10,944,909
0.12,0.93,68.7,0.8,50.0%,0.86,43.9%,0.58,0.54,2,25,Switzerland,17747,Creach,0.68,41,0.17,0.05,38,22
0.08,0.83,65.9,1.7,69.2%,0.69,55.1%,0.7,0.58,4,20,New Zealand,18026,Particle,0.75,89,0.08,0.09,74,52
0.14,0.69,76.5,3.6,45.7%,0.93,62.1%,1.04,0.71,98,30,Norway,1022,REASTEN,1.02,2610,0.09,0.05,1792,1863
0.14,0.7,67.5,3.0,55.4%,0.88,66.5%,0.84,0.58,18,-,Russia,16940,Kjeaggie,0.92,481,0.09,0.10,335,280
0.14,0.67,69.4,3.8,49.2%,0.90,69.3%,0.94,0.63,501,26,Mongolia,9736,ncl,0.92,12862,0.09,0.11,8594,8041
0.09,0.83,-,-,25.0%,-,-,0.63,0.52,1,-,France,8036,MASTA,0.64,23,-,-,19,12
0.16,0.89,47.3,1.4,33.3%,0.28,52.6%,0.35,0.32,2,29,Thailand,19530,aimsick,0.45,38,0.05,0.05,34,12
0.16,0.68,88.0,3.7,51.6%,1.34,74.4%,1.16,0.79,10,18,Canada,14744,calamity,1.24,273,0.08,0.11,187,217
0.09,0.81,77.3,3.2,43.9%,0.97,66.2%,0.92,0.74,3,32,Australia,11797,Dread,0.97,77,0.06,0.10,62,57
0.1,0.88,73.8,0.6,57.1%,1.00,57.1%,0.76,0.67,2,21,Malaysia,17595,bdrl,0.86,42,0.14,0.05,37,28
0.2,0.34,74.0,2.9,40.0%,0.94,82.9%,2.08,0.71,2,-,Mexico,19411,Layer,1.27,35,0.03,0.06,12,25
0.14,0.83,70.7,0.7,48.3%,0.78,59.5%,0.83,0.69,2,-,Algeria,18389,Acil,0.83,42,0.10,0.05,35,29
0.14,0.76,78.1,3.1,44.0%,1.02,69.9%,0.92,0.7,19,25,Syria,13632,Fable,1.01,485,0.09,0.11,368,339
0.13,0.71,-,-,47.6%,-,-,0.79,0.56,16,-,Hungary,8940,iMPEC,0.83,410,-,-,291,229
0.06,0.85,51.8,3.9,44.4%,0.62,51.6%,0.46,0.39,4,-,United States,19849,Bo_oM,0.58,93,0.04,0.05,79,36
0.09,0.69,71.0,2.4,33.3%,0.88,72.8%,0.99,0.68,12,21,Indonesia,17213,fl1pzjder,1.01,294,0.12,0.07,203,201
0.14,0.67,76.2,3.6,51.5%,1.00,69.9%,1.04,0.7,1750,27,Poland,5386,byali,1.01,45860,0.10,0.09,30655,31975
0.16,0.79,-,-,21.4%,-,-,0.67,0.53,3,29,Russia,9888,cc,0.75,80,-,-,63,42
0.12,0.83,59.6,2.3,29.8%,0.70,58.9%,0.59,0.49,8,-,Ecuador,15445,S4nt0,0.71,192,0.07,0.15,160,94
0.21,0.67,-,-,49.1%,-,-,0.65,0.43,5,-,Ukraine,9941,perian,0.67,122,-,-,82,53
0.1,0.65,75.9,3.0,32.9%,1.14,70.8%,1.13,0.74,758,21,Bulgaria,13466,dennyslaw,1.12,20285,0.10,0.09,13239,14986
0.1,0.71,76.6,3.6,44.9%,1.28,66.4%,1.03,0.73,4,23,United States,18487,cutefatboy,1.09,107,0.08,0.16,76,78
0.13,0.68,74.1,3.4,47.7%,1.02,70.3%,1.0,0.68,397,26,Sweden,5045,zende,0.98,10444,0.11,0.09,7065,7064
0.19,0.74,78.6,2.0,43.5%,1.21,69.0%,1.0,0.74,3,25,Serbia,19494,Raptor,1.06,84,0.04,0.13,62,62
0.1,0.69,65.7,3.8,53.8%,0.88,66.2%,0.87,0.59,58,23,Lebanon,17020,DEAD,0.92,1475,0.08,0.10,1012,877
0.1,0.78,71.0,2.3,61.4%,1.06,62.6%,0.92,0.72,5,-,Denmark,5416,Seneberg,0.94,115,0.07,0.10,90,83
0.09,0.86,67.0,2.0,55.9%,0.65,55.2%,0.68,0.59,3,22,Canada,15504,Jono55555,0.69,58,0.05,0.09,50,34
0.09,0.91,57.8,3.1,50.0%,0.51,57.8%,0.49,0.44,9,35,Australia,12067,Takita,0.6,180,0.12,0.11,163,80
0.12,0.78,52.3,0.0,44.8%,0.37,51.5%,0.55,0.43,3,25,China,15942,infi[s],0.56,68,0.09,0.06,53,29
0.13,0.68,77.2,3.7,49.6%,1.09,69.7%,1.04,0.7,575,22,Finland,13396,hoody,1.07,15453,0.10,0.09,10469,10871
0.15,0.72,73.7,4.9,38.5%,0.97,67.6%,0.9,0.65,17,21,Brazil,19989,fbz,0.98,454,0.08,0.09,329,296
0.14,0.7,80.2,3.9,50.2%,1.20,69.4%,1.05,0.74,482,18,Australia,13054,zeph,1.1,12301,0.10,0.10,8613,9042
0.13,0.67,68.3,3.3,38.9%,0.94,66.6%,1.1,0.73,27,-,France,9952,HOUNGOUNGAGNE,1.08,693,0.10,0.13,461,506
0.11,0.73,56.8,0.9,21.7%,0.78,64.7%,0.87,0.63,13,29,Greece,7921,prJ,0.92,356,0.14,0.10,259,226
0.14,0.68,62.6,7.8,51.7%,0.62,66.8%,0.75,0.51,22,29,Russia,13777,SEVERIN,0.83,587,0.08,0.11,399,298
0.06,0.91,58.5,2.2,38.9%,0.50,45.7%,0.56,0.51,2,-,Mexico,19414,Skeleto,0.57,35,0.00,0.03,32,18
0.13,0.67,72.6,5.3,50.2%,1.13,74.2%,0.99,0.67,33,28,Belarus,5258,CEpr,0.97,790,0.09,0.09,531,526
0.15,0.77,67.0,2.7,39.1%,0.86,65.7%,0.74,0.57,17,31,Korea,11567,cry,0.85,428,0.10,0.11,329,243
0.05,0.91,51.3,0.0,44.4%,0.56,60.0%,0.54,0.49,3,-,Singapore,15622,BolZ@rd,0.6,55,0.09,0.13,50,27
0.1,0.65,72.7,4.1,56.1%,0.92,69.3%,1.03,0.67,34,21,Switzerland,19092,zed,1.02,835,0.10,0.11,545,563
0.1,0.75,71.6,1.2,39.1%,0.90,65.5%,0.87,0.65,13,20,United States,15244,CMX,0.92,359,0.11,0.09,270,235
0.05,0.81,57.4,0.0,40.9%,0.58,51.4%,0.73,0.59,2,-,Laos,18382,loli,0.66,37,0.08,0.00,30,22
0.15,0.76,67.0,4.6,52.3%,1.00,56.6%,0.83,0.63,20,-,Greece,1358,discoRd,0.86,475,0.10,0.09,359,298
0.14,0.68,75.4,5.5,53.7%,1.07,69.1%,0.98,0.66,250,20,Ukraine,19733,DemQQ,1.05,6559,0.09,0.10,4447,4361
0.09,0.68,-,-,66.7%,-,-,0.8,0.55,1,-,United Kingdom,7871,v1tal1k,0.79,22,-,-,15,12
0.14,0.82,54.9,2.7,45.5%,0.47,59.1%,0.61,0.5,1,27,Saudi Arabia,11418,Caf,0.66,22,0.09,0.14,18,11
0.2,0.8,-,-,32.5%,-,-,0.68,0.54,3,-,Germany,820,angel.th,0.68,74,-,-,59,40
0.15,0.67,81.4,4.3,49.4%,1.18,72.1%,1.09,0.73,986,21,United States,10671,Ethan,1.14,25998,0.11,0.11,17365,18853
0.12,0.68,62.8,5.2,59.8%,0.81,68.1%,0.8,0.55,60,16,Ukraine,20402,Synyx,0.89,1514,0.07,0.09,1035,831
0.11,0.77,80.7,2.3,36.0%,0.82,68.6%,0.76,0.59,14,28,Moldova,8467,ninja,0.8,291,0.20,0.03,225,172
0.11,0.7,71.5,2.2,34.0%,0.90,56.8%,0.88,0.62,3,22,United Kingdom,20873,gremliNN,0.89,81,0.09,0.11,57,50
0.15,0.71,79.6,2.8,47.4%,1.05,67.2%,1.0,0.71,15,20,Chile,17360,byrf,1.04,381,0.09,0.09,269,270
0.13,0.66,79.6,4.0,48.5%,1.11,72.1%,1.1,0.73,936,25,France,9656,hAdji,1.07,24645,0.12,0.10,16304,17995
0.1,0.7,83.6,2.0,35.0%,1.37,71.2%,1.13,0.79,18,21,Sweden,16485,k0lty,1.2,480,0.09,0.09,335,380
0.15,0.72,72.4,1.9,39.1%,1.04,61.5%,0.9,0.64,5,24,Taiwan,15423,lele,0.93,135,0.11,0.04,97,87
0.13,0.69,77.6,4.5,58.1%,1.15,64.8%,1.02,0.7,10,26,Guatemala,11619,Guallitox,1.06,244,0.09,0.08,168,172
